first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
2010-03-16,"[16, 35]",67171,Yutori-chan,ja,ゆとりちゃん,"The story centres around Yutori-chan, a high school girl assigned to a part-time job in the marketing team of a medium-sized toy company called Popuu. There, she deal with the generation gaps that separate her from Tsumekomi-chan and Dankai-san.",12.425,0.0,0
2006-04-04,"[16, 35]",33728,Magical Pokaan,ja,錬金3級 まじかる?ぽか〜ん,"The energetic werewolf Liru, the joyful witch-in-training Uma, the motherly android Aiko, and the seductive vampire Pachira—are princesses from the netherworld who have traveled to the human world in search of a new home.",12.413,7.4,5
1985-10-19,[16],72638,Dream Star Button Nose,ja,夢の星のボタンノーズ,"Button Nose is a little girl who is home alone for a few days when a robot comes to gather strawberries. She is so excited by his spaceship she accidentally starts it, and goes on a voyage to his planet. When she lands she is brought before the king, who is a distant relative of hers and invites her to spend some time on the planet.",12.405,7.5,2
2018-01-11,"[16, 10765]",75776,Märchen Mädchen,ja,メルヘン・メドヘン,"When the two girls meet, magic begins. Hazuki Kagimura loves stories, an orthodox girl who is overly imaginative. Because her relationship with her new family does not go well, the environment sends her toward the stories in which she spends her days. One day after school, Hazuki gets lost among the bookcases of the library, leading her to a mysterious school where meets Shizuka Tsuchimikado. It is a magic school where girls (called ""mädchen"") are selected by the magical texts from which the world's stories are born. Hazuki herself is said to be chosen by the book of Cinderella. In order to become a true magician, Hazuki becomes friends with Shizuka and begins her new life at the school.",12.404000000000002,5.4,9
2024-01-07,"[16, 18, 10765]",232926,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,ja,ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,"Rishe Irmgard Weitzner, a duke's daughter, has a secret: she died at the age of 20 and returned to the moment five years prior when her engagement was called off. She has already experienced this time loop six times and lived out those five years a different way each time, as a merchant, a doctor, a maid, a knight, and more. Now, on her seventh go-around, she's determined to live to a ripe old age and spend it relaxing. But the moment she flees the castle with that decision in her heart, she runs into the infamously cruel crown prince of a rival kingdom, Arnold Hein. He happens to be the one who killed her during her life as a knight, but now, he seems to have taken a bizarre liking to her... and begs her to become his wife. Thus, in order to stay alive and prevent a war, Rishe utilizes her previous experiences to kick off her seventh life as the bride of an enemy nation's crown prince.",12.395999999999999,0.0,0
2018-04-05,"[16, 35]",77698,Comic Girls,ja,こみっくがーるず,"Kaoruko Moeta is a 15-year-old high school student and 4-panel manga artist. After moving to a dorm especially for female manga artists, she meets shoujo manga artist Koyume, teen romance manga artist Ruki, and shounen manga artist Tsubasa. Every day, they'll work all through the night trying to ink and finish their work!",12.378,6.9,20
1999-04-07,"[16, 10759, 10765]",34813,Angel Links,ja,星方天使エンジェルリンクス,"Li Meifon is the head of a free, no expenses paid protection/security agency for escorting ships across outer space. Though only 16, she posesses great skill and leadership qualities while commanding her crew aboard their ship, the ""Angel Links."" However, some unpleasant memories begin to trouble her and she starts questioning her own past and reason for existence. Join Li Meifon and the rest of the Angel Links crew on their adventures through the Oracion star system as they battle pirates, government organizations, and a Tao master, all while finally uncovering Meifon's dark and mysterious past.",12.362,5.0,4
2017-01-06,"[16, 35]",69345,Urara Meirocho,ja,うらら迷路帖,"This is Meiro-machi (Labyrinth Town), the town of fortune-telling. In town, there is a fortune-telling shop called Urara, where girls aspiring to be fortune-tellers come from all over the country. Chiya, who was raised in the mountains, comes to the town with a purpose, but what is it exactly? There, she meets Kon who is always serious, Koume who loves all things western, and the shy Nono. Their fun days of living together as apprentice fortune-tellers are about to begin.",12.341,5.7,10
1995-04-26,"[10759, 16, 18]",116390,Ear of the Golden Dragon,ja,黄龍の耳 美那の章,"Kiroemon Natsume is the 45th leader of the Natsume family. Each leader inherits the power of extreme luck, which is sealed away in their left ear. He returns to Japan from Italy to succeed his father as head of the family, but falls in love with Kanako, a member of the rival Mina family. When he discovers that the Mina family is holding her as a hostage to use against him, he will stop at nothing to get her back.",12.333,5.0,1
2020-07-07,"[16, 35]",101668,Umayon,ja,うまよん,"The horse girls are back to charm you in this special, bite-size anime. Umayon comes alive as a cute and eye-catching anime! At a school-turned-training facility, the girls will race, perform, and train... but that's not all! Saddle up for a short-form anime that displays the laidback school days of the horse girls! Aaaaand, they're off!",12.332,6.7,3
2016-01-08,"[16, 35]",65298,Ojisan and Marshmallow,ja,おじさんとマシュマロ,"Kusaka is an older man who loves marshmallows, and Wakabayashi is an OL (office lady) who loves Kusaka. Their relationship unfolds at their office.",12.325999999999999,8.0,32
2012-05-25,"[16, 35]",66209,Ai Mai! Moe Can Change!,ja,あいまい! 萌えCanちぇんじ!,"The AMB Company is a leading electronics manufacturer. Their latest idea is an alternative to animal therapy; moe therapy, using bishojo androids. This story follows the lives of Kiyan Chie and Moegi Anna, two girls involved in AMB's public relations work, during this exciting time.",12.321,4.3,3
1975-10-04,"[16, 35, 10751]",17706,Time Bokan,ja,タイムボカン,"While experimenting with his time-travel machine, Dr. Kieta becomes lost in an unknown era. So his assistant and his daughter set out in space in a time machine to search for the missing doctor. But they must also try to defeat an evil group trying to steal the precious Dinamond jewel, which possesses the only clue to the doctor's location.",12.300999999999998,9.0,2
2006-04-02,"[16, 35]",42891,Gargoyle of Yoshinaga House,ja,吉永さん家のガーゴイル,"When Yoshinaga Futaba wins the first prize in a lottery, the prize turns out to be a stone gargoyle. More surprising yet, the gargoyle turns out to be alive.",12.254000000000001,9.5,4
2005-01-01,"[16, 10765, 10759]",25115,Magical Canan,ja,まじかるカナン,"Chihaya is an average high school student whose life turns upside down when she comes across Natsuki, a cute, rabbit-like creature that she takes in as a pet before finding out he can take human form and is from Evergreen, a parallel world full of nature and magic. He has come to the human world to retrieve five special stolen Seeds, each with the power to possess people and turn them into the embodiment of their desire. Chihaya is drafted into becoming Magical Warrior Carmine, Natsuki’s souped-up (and suped-up) lead partner and together they begin the quest to recover the Seeds, a task made more difficult by the arrivals of arrogant rival Cerulean Blue and Septem, a Magical Warrior from Evergreen who is oddly jealous of Chihaya.",12.247,6.7,3
2005-02-05,"[16, 35, 10751]",44750,Buzzer Beater,ja,ブザービーター,"Hideyoshi is a homeless boy living in New York in the near future, who survives by hustling other kids in basketball games. But now he's been drafted into a pro team-a pro team with a very unique goal. There once was a time when humans dominated the game of basketball. But times have changed, and now the physically superior alien players have taken over the game, and there are barely any human players next. But Hideyoshi's team—the first all-human team to compete in the Space League—intends to change all that, and bring the championship back home to Earth.",12.237,7.0,1
2007-07-05,"[16, 18, 10759]",46092,Sky Girls,ja,スカイガールズ,"In the future, Earth is at war with aliens. This heralds the creation of a mecha unit called the Sonic Divers, piloted by three girls to counter the threat.",12.228,8.4,4
2010-01-02,"[10759, 16, 10765]",35460,Cobra the Animation,ja,COBRA THE ANIMATION,"Cobra is a well known space pirate, but decides to change his face and to clear all his memories. He becomes a average guy, with a common job, and a very boring life, but suddenly he starts remembering his true identity and new adventures begin.",12.21,9.4,10
2020-01-09,"[16, 35, 18, 10765]",95346,Hatena Illusion,ja,はてな☆イリュージョン,"Years ago, many magical ""Artifacts"" were stolen and scattered throughout the world. They fell into the hands of people who were not supposed to know of their existence. The Hoshisato family of magicians has special access to the Artifacts, and they take it upon themselves to return them to their rightful place.

Despite her inexperience, Kana wishes to aid her parents, doing her best to improve. Meanwhile, her childhood friend Makoto has come to their mansion to study magic under her father's tutelage. Hatena is excited to see her friend again, only to be utterly disappointed when the person she thought to be a girl all these years turns out to be a boy.

Before long, Makoto comes to know of the Artifacts. Unfazed, he continues to strive to fulfill his promises and stay true to why he learns magic - to ease the sadness of people around him and, most importantly, to become a person worthy of being Hatena's partner.",12.208,7.0,4
1975-07-02,"[16, 10759, 10765]",35409,Tekkaman: The Space Knight,ja,宇宙の騎士テッカマン,"Tekkaman: The Space Knight is an anime produced by Tatsunoko Productions in 1975. A short-lived English adaptation aired in the US in 1984.

Two decades later, it was followed by the much more popular Tekkaman Blade, which was dubbed in the U.S. by Saban as Teknoman. The original series is currently streaming in North America via Yomiura Group's planned Anime Sols video service, as of spring 2013. However, due to the failure to successfully crowd-fund it for DVD, the show will soon be removed from the site, with the possibility of considering a crowd-funding opportunity in the future.",12.185,4.8,2
2010-07-01,"[16, 35]",68637,Okami-san and Her Seven Companions,ja,オオカミさんと七人の仲間たち,"Ryōko Ōkami is a spunky high school girl who is a member of a ""fixer"" club called the Otogi High School Bank. She fixes the school's problems with her partner Ringo Akai (""Akazukin-chan"").",12.184000000000001,5.4,18
2016-07-15,"[16, 18]",65957,Battery,ja,バッテリー,"Meet Harada Takumi – not even in junior high and he’s the best pitcher in the region, although he’s frustrated and ready to give up, because he can’t find a catcher who is good enough to keep up with how he pitches in this backwater town his family has just moved to. Then along comes a kid named Nagakura Gou…",12.18,6.1,8
2020-10-08,"[16, 35, 10759, 10765]",107257,Grand Blues!,ja,ぐらぶるっ！,,12.171,6.0,6
2000-12-21,"[10759, 16, 10765]",67579,Shin Getter Robo vs. Neo Getter Robo,ja,真ゲッターロボ対ネオゲッターロボ,"Years after the defeat of the Reptilian Empire, Getter Team has begun training on a new super robot, Neo Getter Robo. But a surprise attack from the Empire's revived leader forces them to recruit a street fighter named Go Ichimonji as Getter One's pilot. Faced with an enormously powerful foe, the new team's only hope for victory may lie in the resurrection of the lost weapon of humanity, Shin Getter Robo.",12.171,7.7,3
2000-04-04,"[16, 18, 10768]",34123,The Tree In Sunlight,ja,陽だまりの樹,"A story set in the mid-1800's about a young doctor who has been trained in Western-style medicine and a young samurai who is trying to live up to the old traditions of his class and culture. The story is actually based upon real people - the doctor, Ryo-an, was Tezuka's great grandfather.

The manga series was adapted to anime by Madhouse Studios and premiered in Japan on NTV on April 4, 2000.",12.11,0.0,0
2009-04-09,"[16, 18]",34855,Ristorante Paradiso,ja,リストランテ・パラディーゾ,"When she was a child, Nicoletta was taken in by her grandmother so that her mother could remarry. Now grown up, she leaves everything in the countryside behind to visit her mother and her mother's second husband, a ristorante owner. To her surprise, her stepfather did not know his wife had a daughter! Delicious food and dreamy gentlemen await at the ristorante, casetta dell'orso. For everyone who works there, a tender connection to the hearts of each visitor is spun, and the curtain raises on a story about these first-rate Italian gentlemen in spectacles.",12.102,6.7,6
1967-10-02,"[16, 10765]",44263,Chibikko Kaiju Yadamon,ja,ちびっこ怪獣ヤダモン,"Chibikko Kaiju Yadamon is a Japanese black and white anime series created by Ushio Souji, an alias of Tomio Sagisu. Yadamon is also famous for its manga adaptation, which was the second professional work of Go Nagai.",12.097000000000001,0.0,0
1976-04-01,"[16, 10759, 10765]",43979,Dino Mech Gaiking,ja,大空魔竜ガイキング,"This story chronicles the crew of the transformable carrier Daikū Maryū and the Super Robot Gaiking's battle against an invading race of aliens called the Dark Horror Army, whose home planet is facing destruction by a black hole. Notable aspects of the series include the dinosaur-based designs of the Daikū Maryū and its support machines and the use of part of the carrier to form the main robot. The Gaiking robot is helmed by former baseball star Sanshiro Tsuwabuki, whose latent psychic powers make him the only one capable of piloting the giant robot.",12.097000000000001,8.6,33
2006-10-03,[16],42872,Tokimeki Memorial: Only Love,ja,ときめきメモリアル Only Love,"Tokimeki Memorial Only Love is a Japanese anime series produced by Konami Digital Entertainment Co., Ltd., based on Konami's popular Tokimeki Memorial dating simulation series, specifically Tokimeki Memorial Online. It premiered October 3, 2006 across Japan on TV Tokyo. The anime series ended its run on March 27, 2007 with 25 episodes. The DVD release includes an additional episode and a special compilation episode for a total of 27 episodes.",12.089,4.0,3
2021-10-14,"[16, 35]",124576,Can I Make Your Ears Happy in 180 Seconds?,ja,180秒で君の耳を幸せにできるか？,"ASMR or Autonomous Sensory Meridian Response is the nerve-tingling or relaxing response and sensation one gets to stimuli such as certain sounds or sights. As the title indicates, the anime will let viewers experience ASMR in 180 seconds. In the story, the heroine challenges her classmates to share in her hobby of recording ASMR works.",12.045,5.9,6
1981-02-07,"[16, 10759, 10765]",45050,Time Bokan Series: Yattodetaman,ja,タイムボカンシリーズ ヤットデタマン,"Two royal houses battle for the power to rule the Kingdom of Fir. In order to secure the Kingdom, two representatives go back in time to find the mythical Firebird, which will allow its bearer to become the rightful ruler.",12.04,6.0,1
2016-04-05,"[16, 35]",65926,Bakuon!!,ja,ばくおん！！,"The story revolves around high school girls who discover the appeal of motorcycles. Sakura Hane is a high school student who looks a little bit like an airhead. On the way to her all-female high school one day, she is worn-out climbing a hilly road with a bicycle, but she sees a girl named Onsa Amano who is riding a motorcycle. Sakura immediately becomes interested in motorcycles, and she and Onsa join the motorcycle club at the school. Then, Sakura sets out to get her license.",12.039000000000001,5.4,15
2012-04-04,"[16, 10751, 18, 10759, 10762]",46438,On a Stormy Night: Secret Friends,ja,あらしのよるに 〜ひみつのともだち〜,,12.015999999999998,8.0,2
2021-01-05,"[16, 10765, 18]",110207,Gekidol,ja,ゲキドル,"Five years after a mystifying disaster decimates cities across the globe, Seria Morino receives an invitation to join Alice in Theater, a small stage troupe that takes it upon themselves to brighten the world through their performances.",11.985,2.0,3
1988-10-17,"[16, 18]",34800,Oishinbo,ja,美味しんぼ,"The newspaper office, Tozai Shinbun, plans to publish the Ultimate Menu to commemorate their 100th anniversary. It would not only describe foods but also pass on dietary cultures for many generations to come. Despite its importance, Shirou Yamaoka, a lazy employee, and Yuuko Kurita, a company newcomer, are selected as the editors.",11.981,10.0,1
1973-10-13,"[10765, 16, 10759]",68411,Cutie Honey,ja,キューティーハニー,"One day, Honey Kisaragi's a trendy, class-cutting Catholic schoolgirl. The next, her father's been murdered by demonic divas from a dastardly organization called Panther Claw. When his dying message reveals that she's an android, Honey uses the transformative power of the Atmospheric Element Solidifier - the very thing Panther Claw wanted to steal - to seek revenge against the shadowy clan.",11.953,6.0,7
1974-10-04,[16],8819,Hurricane Polymar,ja,破裏拳ポリマー,"Onigawara, the director of the International Secret Police Agency, looked forward to making Takeshi a top-notch criminal investigator. Takeshi was given training, which turned him into an all-around sportsman as well as martial arts expert. However, Takeshi's attitude toward crime-fighting was so incompatible with Onigawara's, that he disowned him. For a while Takeshi investigated crime alone; then he became a private detective's assistant and general handyman. Secretly, however, Takeshi obtained from a scientist a new artificial polymer, polymet, that was far stronger than steel. With this polymet Takeshi transformed himself into Hurricane Polymar, an invincible costumed hero.",11.947000000000001,6.8,4
1976-09-05,"[16, 10765, 10759]",20531,Magnos The Robot,ja,マグネロボ ガ・キーン,"Dr. Kazuki, who perceived of an invasion of Earth by the Izaru people builds a robot based on the science of magnetism and sphere joint theory. Undergoing a dangerous augmentation process, Dr. Kazuki's daughter Mai becomes the pilot of ""Mighty"" or ""Magnetman Minus"". Takeshi Houjou becomes the pilot of ""Puraiza"" or ""Magnetman Plus"".

The pilots would hold each other and then physically trasform their joint bodies in a metallic plate locking itself on the Gakeen (Short for ""Gathering Keen"") robot's frame thus enabling the super robot to move and fight. This sequence was notable, to an adult's eye, for its almost-sexual connotation.",11.942,9.2,15
1979-03-21,"[16, 10765]",16820,Future Robot Daltanious,ja,未来ロボ ダルタニアス,Future Robot Daltanious was an anime series that aired from 1979 to 1980. The show is one of the mecha shows which was and still remains very popular among Asian countries and Italy.,11.939,8.2,3
1990-03-23,[16],76974,Guardian of Darkness - Takegami: War God,ja,暗黒神伝承 武神 Takegami,"Deep within the earth, an ancient evil has awakened. According to legend, three dragons shall re-emerge from the earth to wreak havoc upon the land. Preying upon the weak-willed, the dragon spirits grow stronger as they devour the innocent souls of their chosen hosts. Only the power of a long-dormant warrior-god can fulfill the ancient prophesy and defeat the growing evil. But will his chosen host be convinced to fight?",11.925,8.0,2
1985-04-02,[16],21274,Onegai! Samia-don,ja,おねがい! サミアどん,"Please! Psammea-don is a Japanese anime that was broadcast from 2 April 1985 to 4 February 1986 with a total of 78 episodes produced. This anime is based on the 1902 novel Five Children and It by English author Edith Nesbit.

The anime differs from the novel in revolving around four children rather than five. Three of the children are siblings while the fourth is their friend and neighbor. The four children encounter the Psammead who, in the anime, is depicted as being yellow with a blue hat, and more of a grumpy and lazy being than mischievous.

In Latin America, the series was known as Samed, el duende mágico and in France and Quebec as Sablotin. In the Arab world, it was known as Moghamarat Samid.",11.915999999999999,6.5,2
2019-11-28,"[16, 10759, 10765]",93899,Levius,ja,Levius -レビウス-,"With the casualties of war still haunting him, young Levius uses his prosthetic arm to take his fight into the brutal world of Mecha Boxing.",11.904000000000002,7.7,51
2007-07-08,[16],43322,Code-E,ja,Code-E,"Code-E is a Japanese anime television series animated by Studio DEEN. It is based on an original concept by Ichiro Sakaki and directed by Toshiyuki Katō. The first season consists of twelve episodes and first aired in Japan on July 3, 2007 to September 23, 2007. A second season titled Mission-E began airing in July 2008. A new lead character named Maori Kimizuka will be joining Chinami in the sequel.",11.899000000000001,6.0,2
2019-10-05,"[16, 10759]",94462,Legend Quest: Masters of Myth,es,Las Leyendas: Creaturas Ocultas,"When mythical creatures come to life, it's up to Leo Teodora, Don Andrés and Alebrije -- super-secret monster hunters -- to save the day",11.887,7.3,3
2020-04-10,"[16, 35]",96655,The House Spirit Tatami-chan,ja,ざしきわらしのタタミちゃん,"The ""pleasant horror gag comedy"" centers around the life of Tatami-chan, a sardonic ghost from Iwate Prefecture who is now living in Tokyo among other spirits, supernatural entities, and humans. In addition to dealing with otherworldly matters, the unemployed Tatami-chan also has to deal with job-hunting as well as paying for gas, water, and electricity.",11.857999999999999,3.0,3
1979-04-07,[16],28665,Animated Travels: Marco Polo's Adventures,en,アニメーション紀行 マルコ・ポーロの冒険,,11.854000000000001,0.0,0
2003-01-05,"[16, 35, 10759]",39025,Mouse,ja,マウス,"Sorata is an art instructor at Yamanoue School. At the young age of 20 he is already a full-fledged teacher with a meek and nerd-like disposition. Yet Sorata has a secret: he's Mouse, the internationally infamous thief.",11.849,7.2,6
,"[10759, 16, 10762, 10765, 35]",131713,Shin Megami Tensei: Devil Children,ja,真・女神転生 デビチル,"Due to family circumstances, Setsuna Kai is moving to a new city where he's supposed to live by himself in an apartment. As soon as Setsuna arrives, he witnesses a mysterious rain of rocks and barely escapes being crushed by an enormous boulder. Setsuna's new home wasn't as lucky, being completely destroyed by another giant boulder. Setsuna is distraught, not knowing what to do when he's approached by a scientist named Hiromi Kaname. Dr. Kaname's equipment apparently can tell that Setsuna is a ""Devil Child"", and so Dr. Kaname decides to take Setsuna to his laboratory.",11.847000000000001,10.0,1
2003-06-25,"[16, 35]",34840,Eiken,ja,エイケン エイケンヴより愛をこめて,"Densuke just enrolled at the exclusive Zashono Academy. He's eager to participate in extracurricular activities, but never expected to join the mysterious Eiken Club. Strangely enough, every other member is a busty co-ed, and many of the club activities involve bikinis. But Densuke isn't interested in anyone but the the shy and beautiful Chiharu. Will he overcome the wall of women that stand between him and true love?",11.843,4.4,7
2022-12-16,"[16, 9648, 80, 10759]",213044,LUPIN ZERO,ja,LUPIN ZERO,"The childhood adventures of Arsène Lupin III, set in the early 1960s before he achieved global infamy.",11.842,7.9,13
2019-04-06,"[16, 35]",87445,Senryu Girl,ja,川柳少女,"At first glance Yukishiro Nanako seems like a normal high school girl, but she has a notable eccentricity: instead of speaking, she communicates only through written senryu poetry! This means she expresses herself only in 5-7-5 syllables. To most this might seem like an inconvenience, but for Nanako and her ex-delinquent bestie, Busujima Eiji, it adds to the experience of their high school lives as they run the Literature Club.",11.834000000000001,7.4,34
2016-04-03,"[35, 16]",65382,Girl Meets Bear,ja,くまみこ,"The anime follows Machi, a middle school student who serves as a shrine maiden at a Shinto shrine and takes care of a bear, who lives on mountain in Japan's northern Tohoku region. The bear, Natsu, has the ability to talk and is Machi's guardian. When Machi explains to Natsu that she will attend a school in the city, he gives Machi a set of trials that she must pass in order to be able to survive city life.",11.798,3.8,9
2023-01-17,"[16, 10765]",213150,FLAGLIA: Natsuyasumi no Monogatari,ja,「FLAGLIA」～なつやすみの物語～,"Iko, a third grader, lives with his four older brothers in an old house in Tateyama. Iko's family has no parents, and according to his older brothers, their mother works in Tokyo. Despite being a bit eccentric, Iko loves his brothers, who take good care of him, but they have a secret: they are wizards who live almost forever... The story unfolds of a family's summer vacation in a seaside town, happily living together while being caught up in the world of wizards.",11.767000000000001,0.0,0
2013-10-07,"[16, 10759, 10765]",68640,Unbreakable Machine-Doll,ja,機巧少女〈マシンドール〉は傷つかない,"During the early 20th century, along with technological advancements, scientists were able to develop sophisticated magic. The combination of science and sorcery was Makinot, circuits made from spells that were put into objects to bring them to life and even gain a personality. It was developed as a military weapon and has now spread throughout the world. Akabane Raishin is now attending the Royal Academy to become the best in the world. Accompanied by the lovely teenage girl Yaya, who is actually Raishin’s puppet weapon, he plans on rocketing to the top of the class. However, his test scores come nearly dead last although his combat skills and determination are second to none. Raishin has to compete with the deadliest of classmates if he wants to come out as the king.",11.764000000000001,6.9,18
2006-01-09,"[16, 35]",26868,Nerima Daikon Brothers,ja,おろしたてミュージカル 練馬大根ブラザーズ,"What's a band to do with no fame and especially no sold-out arena to perform in? How can they grab the cash they need to build the Concert Dome of their DREAMS?! Well they can't. But the NERIMA DAIKON BROTHERS sure as hell are going to try! WATCH as Hideki Ichiro and Mako (yeah one of them's a chick!) farm daikon by day and battle slimy record producers, pachinko-mad hags, monstrous nurses, flatulent hospital administrators and hot police babes by night. LISTEN as the band AND the evil villains sing hilarious songs all along the bumpy daikon-studded road! TUNE IN AND SEE!!! (What's daikon? Is it a vegetable? Is it a fruit? A weapon? A girl's best friend? All of the above?! )",11.76,5.8,3
2012-04-04,"[16, 10762]",108871,Here Comes the Black Witch!!,ja,黒魔女さんが通る!!,"Kurotori Chiyoko, a 5th-grader in elementary school, loves the occult. One day, a friend requests her to do a love fortune-telling. Chiyoko tries to summon Cupid, but thanks to a stuffy nose, accidentally summons a witch named Gyubid instead!

From that day on, Chiyoko starts learning witchcraft from Gyubid, the self-proclaimed hottest instructor of the magic world. The training regimen is tough, and punishment for slacking is harsh. Fortunately, Chiyoko is able to keep her extra-curricular studies secret, aided by the fact that no one else can see Gyubid.",11.755,0.0,0
2022-10-04,[16],112696,VazzRock the Animation,ja,VazzRock the Animation,"VAZZY and ROCK DOWN are the two units that make up Tsukino Talent Production's all-male VAZZROCK group. Led by Takaaki Mamiya and Shou Onoda respectively, both units announce via a round-table livestream that they are working hard to prepare for the upcoming VAZZROCK Live Flawless event. From taking extra dancing and singing lessons to starring in a TV period drama, these 12 idols must give it their all as they work toward a spectacular show that will impress their fans.",11.725999999999999,7.0,1
2005-07-04,"[16, 35]",89086,Pani Poni Dash!,ja,ぱにぽにだっしゅ！,"The girls of Class 1-C are starting their tenth-grade year with a new teacher: Becky Miyamoto, an 11-year-old MIT grad! She’s an intellectual titan—but can she handle the temperamental teens and idiotic aliens that await her instruction?",11.703,7.0,8
1991-02-02,[16],114936,The Brave of the Sun Fighbird,ja,太陽の勇者ファイバード,"Draias, the self-declared ruler of the universe decided to make Earth his base. Together with his ever-loyal subjects Zol and Shura, he carries out his misdeeds through the evil scientist Jango. To stop them, Fighbird and his team follow him to Earth. Fighbird disguises himself as Prof. Amano's assistant, Katori Yutaro, and in doing so, is in for a culture shock as he learns how to live with his human hosts. It's the good, old, cliched battle of good-versus-evil on a mainly human scale as Prof. Amano settles a lifelong grudge match against his former colleague Dr. Jango, while Fighbird squares of with Draias and his men.",11.699000000000002,10.0,1
2007-04-04,[16],36359,Gigantic Formula,ja,機神大戦 ギガンティック・フォーミュラ,"Mechanical Gods' War Gigantic Formula, also known as Apo Mekhanes Theos Gigantic Formula, is a Japanese anime series that aired in Japan. The show was first aired April 4, 2007 by TV Tokyo, and ended its run on September 26, 2007. A manga adaptation by Shōhei Oka was serialized concurrently in Dengeki Daioh.",11.696,10.0,2
2008-10-09,"[16, 9648, 10765]",56996,Chaos;Head,ja,カオスヘッド,"Takumi Nishijou, a high school student at the Private Suimei Academy, one day hears about the 'New Gen' murders that have been occurring around the city. Although dismissing the subject because it doesn't involve him, Takumi begins to experience strange mishaps around him, from a horrific picture he received while on his PC, to a mysterious Pink-Haired girl standing at a murder scene.

From there on Takumi struggles to cope with the events unfolding around him, and is soon unaware of what is real or a delusion. As his fate opens up before him, the perpetrator behind the 'New Gen' events attempts to find him, leading him into a world where nothing is as it seems.",11.69,6.4,12
1993-03-03,"[16, 10759, 10765, 10762]",35966,Matchless Passion Go-Saurer,ja,熱血最強ゴウザウラー,"The Kikaika (literally mechanization) Empire invades our solar system, and in a matter of moments they take over and convert Neptune, Uranus, Saturn, Jupiter,and Mars, and set their sights on Earth. However, one thing stands in their way. Earth's ancient protector and soldier of light, Eldoran. To fight this menace he gifts a 5th-grade class with 3 huge robotic dinosaurs, with the power to merge and form the giant robot Gosaurer, which they then can pilot and use to stop the Kikaika Empire's advances.",11.684000000000001,10.0,1
2012-04-07,"[16, 35]",45190,Upotte!!,ja,うぽって!!,"At Seishou Academy, girls don’t just wield guns— they ARE guns! In a school where every girl is a lethal weapon gunning for the chance to get their own personal serviceman, more than a few shots are about to be fired between Funko and her classmates. And when their newly recruited human instructor, Genkoku, arrives, he’ll have to learn how to deal with this living arsenal of high caliber cuties if he doesn’t want to get caught in the crossfire of their hair trigger tempers!",11.675,5.3,8
2018-10-03,"[16, 35]",82770,Jingai-san no Yome,ja,人外さんの嫁,"Tomari Hinowa is a normal high schooler, until one day he's told that he has to become the wife of a mysterious creature called Kanenogi. This is the start of their newly married life.",11.673,5.1,8
1984-10-04,"[16, 10751, 10762]",9770,Adventures of the Little Koala,ja,コアラボーイ コッキィ,"The storyline revolved around Roo-bear Koala and his friends in a utopian village.

The series takes place in Australia, with the village being located in the shadow of The Breadknife. Including different types of animal creatures in the daily life of the village was likely meant to demonstrate the virtues of pluralism and diversity.",11.651,5.0,1
2012-04-13,"[10759, 16]",46387,Shining Hearts,ja,シャイニング・ハーツ 〜幸せのパン〜,"Shining Hearts: Shiawase no Pan is a 12-episode anime television series by Production I.G, based on the 2010 PlayStation Portable role-playing game Shining Hearts with character designs by Tony Taka. Two previous Shining games that also feature Tony Taka character designs, Shining Tears and Shining Wind, were adapted into the anime Shining Tears X Wind which has no relation to this series.",11.64,6.7,3
2000-04-03,"[16, 10759, 35, 10765]",22401,Gate Keepers,ja,ゲ ー ト キ ー パ ー ズ,"Tokyo, 1969. Earth is under attack from the ""Invaders."" The public is unaware of this but to the secret organization, A.E.G.I.S., the threat is known, and it is up them and their special powered ""Gate Keepers"" to stop this invasion.",11.595999999999998,7.5,4
2001-01-08,"[10765, 16, 10759, 18]",30501,Tales of Eternia The Animation,ja,テイルズ オブ エターニア THE ANIMATION,"In order to prevent the catastrophe called the Grand Fall, Rid Hershel and his companions Farah, Keel and Meredy have obtained the three Greater Spirits (""Craymels"" in the game version) of Inferia. En route to Mount Farlos, Rid is kidnapped by the bounty hunter Marone Blucarno, and the party is compelled to head to Belcarnu, an archipelago far from the major cities of Inferia. A series of adventures forces them to remain on the islands, where a more immediate threat to Inferia sleeps.",11.579,4.8,4
1994-05-27,"[16, 10765, 35]",45508,Bakuen Campus Guardress,ja,Bakuen Campus Guardress,"Long ago, the gate to the world of darkness was sealed. Now evil warriors, known as Remnants, are trying to reopen the gate and let demons take over the world. However, at Tobira High School, there exist guardians of the gate who must risk their lives to prevent the gate from being opened.",11.573,8.0,1
1994-04-08,"[16, 10765, 10759]",23488,Galaxy Warring State Chronicle Rai,ja,銀河戦国群雄伝ライ,"Thunder Jet is a 52-episode anime adaptation of the Japanese manga, Ginga Sengoku Gun Yuuden Rai (trans. The Heroes of Galaxy Wars), which was written and illustrated by Johji Manabe.",11.565999999999999,7.8,5
